"","X","X.1","date","ANZSOC.Group","Area.Unit","Meshblock","Territorial.Authority","Location"
"3772",3772,164084,"1/8/19","Common Assault","Palmerston North Central.",1829300,"Palmerston North City.","West Coast/ Upper-Central North"
"3773",3773,164089,"1/8/19","Common Assault","Hyperion.",759731,"Auckland.","Auckland"
"3774",3774,164094,"1/8/19","Common Assault","Endeavour.",2072517,"Porirua City.","Wellington/ Lower-Central North"
"3775",3775,164099,"1/8/19","Common Assault","Tauranga South.",1168501,"Tauranga City.","Bay Of Plenty"
"3776",3776,164106,"1/8/19","Serious Assault Not Resulting in Injury","Glen Innes West.",476200,"Auckland.","Auckland"
"3777",3777,164111,"1/8/19","Serious Assault Not Resulting in Injury","Esplanade.",2027100,"Lower Hutt City.","Wellington/ Lower-Central North"
"3778",3778,164118,"1/8/19","Serious Assault Resulting in Injury","Wesley.",578000,"Auckland.","Auckland"
"3779",3779,164123,"1/8/19","Serious Assault Resulting in Injury","Stanmore Bay East.",173706,"Auckland.","Auckland"
"3780",3780,164128,"1/8/19","Serious Assault Resulting in Injury","Maramarua.",932900,"Waikato District.","Waikato"
"3781",3781,164134,"1/8/19","Common Assault","Grafton East.",442400,"Auckland.","Auckland"
"3782",3782,164139,"1/8/19","Common Assault","Tauranga South.",1168501,"Tauranga City.","Bay Of Plenty"
"3783",3783,164144,"1/8/19","Common Assault","Mclean Park.",1433100,"Napier City.","Hawkes Bay/ Gisborne"
"3784",3784,164149,"1/8/19","Common Assault","Ngapuhi-Kaikou.",39100,"Far North District.","Northland"
"3785",3785,164154,"1/8/19","Common Assault","Waiuku East.",836000,"Auckland.","Auckland"
"3786",3786,164156,"1/8/19","Serious Assault Not Resulting in Injury","Otangarei.",92600,"Whangarei District.","Northland"
"3787",3787,164161,"1/8/19","Serious Assault Not Resulting in Injury","Peachgrove.",894600,"Hamilton City.","Waikato"
"3788",3788,164166,"1/8/19","Serious Assault Not Resulting in Injury","Greerton.",1175500,"Tauranga City.","Bay Of Plenty"
"3789",3789,164173,"1/8/19","Serious Assault Resulting in Injury","Manukau Central.",781200,"Auckland.","Auckland"
"3790",3790,164178,"1/8/19","Serious Assault Resulting in Injury","Marewa.",1435600,"Napier City.","Hawkes Bay/ Gisborne"
"3791",3791,164184,"1/8/19","Common Assault","Hampstead.",2730800,"Ashburton District.","Canterbury"
"3792",3792,164189,"1/8/19","Common Assault","Rangiora North.",2444100,"Waimakariri District.","Canterbury"
"3793",3793,164194,"1/8/19","Common Assault","Enderley.",867200,"Hamilton City.","Waikato"
"3794",3794,164199,"1/8/19","Common Assault","Heretaunga-Silverstream.",1898300,"Upper Hutt City.","Wellington/ Lower-Central North"
"3795",3795,164201,"1/8/19","Serious Assault Not Resulting in Injury","Oamaru Central.",2839300,"Waitaki District.","Canterbury"
"3796",3796,164206,"1/8/19","Serious Assault Not Resulting in Injury","Glenholme West.",1239300,"Rotorua District.","Bay Of Plenty"
"3797",3797,164213,"1/8/19","Serious Assault Resulting in Injury","Manukau Central.",781200,"Auckland.","Auckland"
"3798",3798,164218,"1/8/19","Serious Assault Resulting in Injury","Paremoremo East.",179600,"Auckland.","Auckland"
"3799",3799,164224,"1/8/19","Common Assault","Esplanade.",2028500,"Lower Hutt City.","Wellington/ Lower-Central North"
"3800",3800,164229,"1/8/19","Common Assault","Rangiuru.",1210500,"Western Bay of Plenty District.","Bay Of Plenty"
"3801",3801,164233,"1/8/19","Serious Assault Resulting in Injury","Te Mata.",1509600,"Hastings District.","Hawkes Bay/ Gisborne"
"3802",3802,164234,"1/8/19","Common Assault","Dingwall.",667400,"Auckland.","Auckland"
"3803",3803,164239,"1/8/19","Common Assault","Frimley.",1477600,"Hastings District.","Hawkes Bay/ Gisborne"
"3804",3804,164244,"1/8/19","Common Assault","Linwood East.",2566700,"Christchurch City.","Canterbury"
"3805",3805,164249,"1/8/19","Common Assault","Queenstown Hill.",3033900,"Queenstown-Lakes District.","Southland/ Otago"
"3806",3806,164254,"1/8/19","Common Assault","Westown.",1575300,"New Plymouth District.","West Coast/ Upper-Central North"
"3807",3807,164256,"1/8/19","Serious Assault Not Resulting in Injury","Hastings Central.",1492600,"Hastings District.","Hawkes Bay/ Gisborne"
"3808",3808,164261,"1/8/19","Serious Assault Not Resulting in Injury","South Dunedin.",2931400,"Dunedin City.","Southland/ Otago"
"3809",3809,164266,"1/8/19","Serious Assault Not Resulting in Injury","Gisborne Central.",1371800,"Gisborne District.","Hawkes Bay/ Gisborne"
"3810",3810,164268,"1/8/19","Serious Assault Resulting in Injury","Mt Eden North.",542700,"Auckland.","Auckland"
"3811",3811,164273,"1/8/19","Serious Assault Resulting in Injury","Manurewa Central.",751600,"Auckland.","Auckland"
"3812",3812,164305,"1/8/19","Aggravated Sexual Assault","Kamo East.",84900,"Whangarei District.","Northland"
"3813",3813,164307,"1/8/19","Non-Aggravated Sexual Assault","Mt Eden North.",542700,"Auckland.","Auckland"
"3814",3814,164310,"1/8/19","Aggravated Sexual Assault","Pakuranga Central.",686100,"Auckland.","Auckland"
"3815",3815,164312,"1/8/19","Non-Aggravated Sexual Assault","Thorndon-Tinakori Road.",2122700,"Wellington City.","Wellington/ Lower-Central North"
"3816",3816,164320,"1/8/19","Aggravated Sexual Assault","Albany.",179000,"Auckland.","Auckland"
"3817",3817,164325,"1/8/19","Aggravated Sexual Assault","Karamea.",2383600,"Buller District.","Tasman/ South-West Coast"
"3818",3818,164330,"1/8/19","Aggravated Sexual Assault","Miramar.",2206102,"Wellington City.","Wellington/ Lower-Central North"
"3819",3819,165684,"1/8/19","Common Assault","Taradale South.",1460500,"Napier City.","Hawkes Bay/ Gisborne"
"3820",3820,165689,"1/8/19","Common Assault","Mt Wellington Domain.",628203,"Auckland.","Auckland"
"3821",3821,165694,"1/8/19","Common Assault","Tauranga South.",1170002,"Tauranga City.","Bay Of Plenty"
"3822",3822,165703,"1/8/19","Serious Assault Resulting in Injury","Mascot.",742101,"Auckland.","Auckland"
"3823",3823,165704,"1/8/19","Common Assault","Johnsonville Central.",2082800,"Wellington City.","Wellington/ Lower-Central North"
"3824",3824,165709,"1/8/19","Common Assault","Porirua Central.",2052500,"Porirua City.","Wellington/ Lower-Central North"
"3825",3825,165711,"1/8/19","Serious Assault Not Resulting in Injury","Springvale East.",1721100,"Wanganui District.","West Coast/ Upper-Central North"
"3826",3826,165713,"1/8/19","Serious Assault Resulting in Injury","Richmond East.",2361600,"Tasman District.","Tasman/ South-West Coast"
"3827",3827,165719,"1/8/19","Common Assault","Nelson Park.",1429700,"Napier City.","Hawkes Bay/ Gisborne"
"3828",3828,165724,"1/8/19","Common Assault","Mt Maunganui North.",1195100,"Tauranga City.","Bay Of Plenty"
"3829",3829,165729,"1/8/19","Common Assault","Thorndon-Tinakori Road.",2118400,"Wellington City.","Wellington/ Lower-Central North"
"3830",3830,165736,"1/8/19","Serious Assault Not Resulting in Injury","Auckland Central East.",437702,"Auckland.","Auckland"
"3831",3831,165738,"1/8/19","Serious Assault Resulting in Injury","Waltham.",2623500,"Christchurch City.","Canterbury"
"3832",3832,165744,"1/8/19","Common Assault","Millhouse.",711174,"Auckland.","Auckland"
"3833",3833,165749,"1/8/19","Common Assault","Te Atatu Central.",249300,"Auckland.","Auckland"
"3834",3834,165754,"1/8/19","Common Assault","Taupo Central.",1274300,"Taupo District.","Waikato"
"3835",3835,165763,"1/8/19","Serious Assault Resulting in Injury","St Albans East.",2691100,"Christchurch City.","Canterbury"
"3836",3836,165764,"1/8/19","Common Assault","Mt Wellington West.",625800,"Auckland.","Auckland"
"3837",3837,165769,"1/8/19","Common Assault","Glendene South.",272800,"Auckland.","Auckland"
"3838",3838,165774,"1/8/19","Common Assault","Swarbrick.",917800,"Hamilton City.","Waikato"
"3839",3839,165776,"1/8/19","Serious Assault Not Resulting in Injury","Otorohanga.",998400,"Otorohanga District.","Waikato"
"3840",3840,165778,"1/8/19","Serious Assault Resulting in Injury","Omanu.",1197800,"Tauranga City.","Bay Of Plenty"
"3841",3841,165784,"1/8/19","Common Assault","Mt Eden East.",550200,"Auckland.","Auckland"
"3842",3842,165794,"1/8/19","Common Assault","Grey Lynn East.",411000,"Auckland.","Auckland"
"3843",3843,165799,"1/8/19","Common Assault","Kaikohe.",42500,"Far North District.","Northland"
"3844",3844,165835,"1/8/19","Aggravated Sexual Assault","Auckland Harbourside.",438209,"Auckland.","Auckland"
"3845",3845,165837,"1/8/19","Non-Aggravated Sexual Assault","Lambton.",2127500,"Wellington City.","Wellington/ Lower-Central North"
"3846",3846,165840,"1/8/19","Aggravated Sexual Assault","Rakaia.",2750200,"Ashburton District.","Canterbury"
"3847",3847,167224,"1/8/19","Common Assault","Motutangi-Kareponia.",7801,"Far North District.","Northland"
"3848",3848,167226,"1/8/19","Serious Assault Not Resulting in Injury","Walmsley.",578900,"Auckland.","Auckland"
"3849",3849,167228,"1/8/19","Serious Assault Resulting in Injury","Elsthorpe-Flemington.",1524900,"Central Hawke's Bay District.","Hawkes Bay/ Gisborne"
"3850",3850,167239,"1/8/19","Common Assault","Berhampore West.",2172300,"Wellington City.","Wellington/ Lower-Central North"
"3851",3851,167241,"1/8/19","Serious Assault Not Resulting in Injury","Aro Street-Nairn Street.",2159500,"Wellington City.","Wellington/ Lower-Central North"
"3852",3852,167243,"1/8/19","Serious Assault Resulting in Injury","Pyes Pa.",1192114,"Tauranga City.","Bay Of Plenty"
"3853",3853,167244,"1/8/19","Common Assault","Te Puke West.",1207400,"Western Bay of Plenty District.","Bay Of Plenty"
"3854",3854,167248,"1/8/19","Serious Assault Resulting in Injury","Crum Park.",291101,"Auckland.","Auckland"
"3855",3855,167260,"1/8/19","Aggravated Sexual Assault","Huntington.",952210,"Hamilton City.","Waikato"
"3856",3856,169409,"1/7/19","Common Assault","Hamilton Central.",911800,"Hamilton City.","Waikato"
"3857",3857,169414,"1/7/19","Common Assault","Palmerston North Central.",1827700,"Palmerston North City.","West Coast/ Upper-Central North"
"3858",3858,169418,"1/7/19","Serious Assault Resulting in Injury","Kaikoura Township.",2312000,"Kaikoura District.","Canterbury"
"3859",3859,169424,"1/7/19","Common Assault","New Lynn North.",266900,"Auckland.","Auckland"
"3860",3860,169429,"1/7/19","Common Assault","Otakaro Park.",3108500,"Invercargill City.","Southland/ Otago"
"3861",3861,169431,"1/7/19","Serious Assault Not Resulting in Injury","Fairy Springs.",1220700,"Rotorua District.","Bay Of Plenty"
"3862",3862,169439,"1/7/19","Common Assault","Trafalgar.",2320100,"Nelson City.","Tasman/ South-West Coast"
"3863",3863,169444,"1/7/19","Common Assault","Parkway.",2016600,"Lower Hutt City.","Wellington/ Lower-Central North"
"3864",3864,169449,"1/7/19","Common Assault","Upper Hutt Central.",1906100,"Upper Hutt City.","Wellington/ Lower-Central North"
"3865",3865,169451,"1/7/19","Serious Assault Not Resulting in Injury","Moanataiari.",1051100,"Thames-Coromandel District.","Waikato"
"3866",3866,169453,"1/7/19","Serious Assault Resulting in Injury","Willis Street-Cambridge Terrace.",2135700,"Wellington City.","Wellington/ Lower-Central North"
"3867",3867,169459,"1/7/19","Common Assault","Westport Urban.",2391400,"Buller District.","Tasman/ South-West Coast"
"3868",3868,169464,"1/7/19","Common Assault","Kaitaia West.",12902,"Far North District.","Northland"
"3869",3869,169473,"1/7/19","Serious Assault Resulting in Injury","Auckland Central West.",434000,"Auckland.","Auckland"
"3870",3870,169479,"1/7/19","Common Assault","Arataki.",1201300,"Tauranga City.","Bay Of Plenty"
"3871",3871,169484,"1/7/19","Common Assault","Glenfield North.",196700,"Auckland.","Auckland"
"3872",3872,169489,"1/7/19","Common Assault","Fernhill.",2895600,"Dunedin City.","Southland/ Otago"
"3873",3873,169494,"1/7/19","Common Assault","Orana Park.",2843600,"Waitaki District.","Canterbury"
"3874",3874,169499,"1/7/19","Common Assault","Victoria.",1236500,"Rotorua District.","Bay Of Plenty"
"3875",3875,169503,"1/7/19","Serious Assault Resulting in Injury","Nelson Park.",1429500,"Napier City.","Hawkes Bay/ Gisborne"
"3876",3876,169504,"1/7/19","Common Assault","Otakaro Park.",3108000,"Invercargill City.","Southland/ Otago"
"3877",3877,169509,"1/7/19","Common Assault","Onekawa West.",1426500,"Napier City.","Hawkes Bay/ Gisborne"
"3878",3878,169542,"1/7/19","Non-Aggravated Sexual Assault","Plimmerton.",2067000,"Porirua City.","Wellington/ Lower-Central North"
"3879",3879,169545,"1/7/19","Aggravated Sexual Assault","St Marys.",426108,"Auckland.","Auckland"
"3880",3880,173299,"1/8/19","Common Assault","Wembley Park.",1689200,"Wanganui District.","West Coast/ Upper-Central North"
"3881",3881,173301,"1/8/19","Serious Assault Not Resulting in Injury","Glenholme West.",1239402,"Rotorua District.","Bay Of Plenty"
"3882",3882,173304,"1/8/19","Common Assault","Huntington.",952317,"Hamilton City.","Waikato"
"3883",3883,173314,"1/8/19","Common Assault","Clive.",1405500,"Hastings District.","Hawkes Bay/ Gisborne"
"3884",3884,173321,"1/8/19","Serious Assault Not Resulting in Injury","Kairua.",1206705,"Tauranga City.","Bay Of Plenty"
"3885",3885,173329,"1/8/19","Common Assault","Palm Beach.",1205019,"Tauranga City.","Bay Of Plenty"
"3886",3886,173336,"1/8/19","Serious Assault Not Resulting in Injury","Clendon South.",774433,"Auckland.","Auckland"
"3887",3887,173339,"1/8/19","Common Assault","Kaiti South.",1387500,"Gisborne District.","Hawkes Bay/ Gisborne"
"3888",3888,173346,"1/8/19","Serious Assault Not Resulting in Injury","Upper Aramoho.",1710100,"Wanganui District.","West Coast/ Upper-Central North"
"3889",3889,173349,"1/8/19","Common Assault","-29",-29,"Auckland.","Auckland"
"3890",3890,173359,"1/8/19","Common Assault","Hagley Park.",2678500,"Christchurch City.","Canterbury"
"3891",3891,173366,"1/8/19","Serious Assault Not Resulting in Injury","Tokomaru Bay.",1349600,"Gisborne District.","Hawkes Bay/ Gisborne"
"3892",3892,173376,"1/8/19","Serious Assault Not Resulting in Injury","The Wood.",2318400,"Nelson City.","Tasman/ South-West Coast"
"3893",3893,173385,"1/8/19","Aggravated Sexual Assault","Mangere East.",746602,"Auckland.","Auckland"
"3894",3894,173390,"1/8/19","Aggravated Sexual Assault","Papatoetoe North.",660600,"Auckland.","Auckland"
"3895",3895,173395,"1/8/19","Aggravated Sexual Assault","Judea.",1162300,"Tauranga City.","Bay Of Plenty"
"3896",3896,173400,"1/8/19","Aggravated Sexual Assault","Kenmure.",2917300,"Dunedin City.","Southland/ Otago"
"3897",3897,173639,"1/9/19","Common Assault","Aotea.",1146000,"South Waikato District.","Waikato"
"3898",3898,173644,"1/9/19","Common Assault","Porirua Central.",2052500,"Porirua City.","Wellington/ Lower-Central North"
"3899",3899,173649,"1/9/19","Common Assault","Cathedral Square.",2649100,"Christchurch City.","Canterbury"
"3900",3900,173654,"1/9/19","Common Assault","Papakura North East.",795801,"Auckland.","Auckland"
"3901",3901,173656,"1/9/19","Serious Assault Not Resulting in Injury","Howick Central.",648100,"Auckland.","Auckland"
"3902",3902,173661,"1/9/19","Serious Assault Not Resulting in Injury","Mascot.",737500,"Auckland.","Auckland"
"3903",3903,173668,"1/9/19","Serious Assault Resulting in Injury","Glendene North.",275400,"Auckland.","Auckland"
"3904",3904,173673,"1/9/19","Serious Assault Resulting in Injury","Trafalgar.",2319700,"Nelson City.","Tasman/ South-West Coast"
"3905",3905,173679,"1/9/19","Common Assault","Linton Military Camp.",1798501,"Palmerston North City.","West Coast/ Upper-Central North"
"3906",3906,173684,"1/9/19","Common Assault","Geraldine.",2763400,"Timaru District.","Canterbury"
"3907",3907,173689,"1/9/19","Common Assault","Rangiora North.",2443800,"Waimakariri District.","Canterbury"
"3908",3908,173694,"1/9/19","Common Assault","Kawakawa.",57900,"Far North District.","Northland"
"3909",3909,173699,"1/9/19","Common Assault","Rangiora North.",2444002,"Waimakariri District.","Canterbury"
"3910",3910,173701,"1/9/19","Serious Assault Not Resulting in Injury","Te Puke East.",1215500,"Western Bay of Plenty District.","Bay Of Plenty"
"3911",3911,173706,"1/9/19","Serious Assault Not Resulting in Injury","Fordell-Kakatahi.",1687400,"Wanganui District.","West Coast/ Upper-Central North"
"3912",3912,173711,"1/9/19","Serious Assault Not Resulting in Injury","Papatoetoe East.",670600,"Auckland.","Auckland"
"3913",3913,173713,"1/9/19","Serious Assault Resulting in Injury","Mangere East.",749200,"Auckland.","Auckland"
"3914",3914,173718,"1/9/19","Serious Assault Resulting in Injury","Kawakawa.",57900,"Far North District.","Northland"
"3915",3915,173723,"1/9/19","Serious Assault Resulting in Injury","Taumarunui Central.",1035200,"Ruapehu District.","West Coast/ Upper-Central North"
"3916",3916,173729,"1/9/19","Common Assault","Wiri.",780416,"Auckland.","Auckland"
"3917",3917,173734,"1/9/19","Common Assault","Papakura East.",798400,"Auckland.","Auckland"
"3918",3918,173739,"1/9/19","Common Assault","Trafalgar.",2320300,"Nelson City.","Tasman/ South-West Coast"
"3919",3919,173744,"1/9/19","Common Assault","West End.",1806000,"Palmerston North City.","West Coast/ Upper-Central North"
"3920",3920,173749,"1/9/19","Common Assault","Tuff Crater.",364401,"Auckland.","Auckland"
"3921",3921,173751,"1/9/19","Serious Assault Not Resulting in Injury","Otara South.",706600,"Auckland.","Auckland"
"3922",3922,173756,"1/9/19","Serious Assault Not Resulting in Injury","Hillcrest West.",888700,"Hamilton City.","Waikato"
"3923",3923,173761,"1/9/19","Serious Assault Not Resulting in Injury","Blenheim Central.",2299000,"Marlborough District.","Tasman/ South-West Coast"
"3924",3924,173763,"1/9/19","Serious Assault Resulting in Injury","High St-Stuart St.",2899800,"Dunedin City.","Southland/ Otago"
"3925",3925,173768,"1/9/19","Serious Assault Resulting in Injury","Mt Eden East.",549801,"Auckland.","Auckland"
"3926",3926,173773,"1/9/19","Serious Assault Resulting in Injury","Whitianga.",1045512,"Thames-Coromandel District.","Waikato"
"3927",3927,173778,"1/9/19","Serious Assault Resulting in Injury","Whakatane North.",1305300,"Whakatane District.","Bay Of Plenty"
"3928",3928,173783,"1/9/19","Serious Assault Resulting in Injury","Clive.",1405500,"Hastings District.","Hawkes Bay/ Gisborne"
"3929",3929,173784,"1/9/19","Common Assault","Hamilton Central.",911402,"Hamilton City.","Waikato"
"3930",3930,173789,"1/9/19","Common Assault","Cathedral Square.",2649300,"Christchurch City.","Canterbury"
"3931",3931,173794,"1/9/19","Common Assault","Auckland Central East.",437600,"Auckland.","Auckland"
"3932",3932,173799,"1/9/19","Common Assault","Ngaruawahia.",856106,"Waikato District.","Waikato"
"3933",3933,173804,"1/9/19","Common Assault","Kuirau.",1232000,"Rotorua District.","Bay Of Plenty"
"3934",3934,173809,"1/9/19","Common Assault","Waiwhero.",1264202,"Rotorua District.","Bay Of Plenty"
"3935",3935,173816,"1/9/19","Serious Assault Not Resulting in Injury","Trafalgar.",2320300,"Nelson City.","Tasman/ South-West Coast"
"3936",3936,173821,"1/9/19","Serious Assault Not Resulting in Injury","Waitangirua.",2061200,"Porirua City.","Wellington/ Lower-Central North"
"3937",3937,173826,"1/9/19","Serious Assault Not Resulting in Injury","Palmerston North Central.",1828700,"Palmerston North City.","West Coast/ Upper-Central North"
"3938",3938,173833,"1/9/19","Serious Assault Resulting in Injury","Willis Street-Cambridge Terrace.",2131300,"Wellington City.","Wellington/ Lower-Central North"
"3939",3939,173838,"1/9/19","Serious Assault Resulting in Injury","Mclean Park.",1432100,"Napier City.","Hawkes Bay/ Gisborne"
"3940",3940,173843,"1/9/19","Serious Assault Resulting in Injury","Mt Maunganui North.",1195300,"Tauranga City.","Bay Of Plenty"
"3941",3941,173848,"1/9/19","Serious Assault Resulting in Injury","Queenstown Bay.",3033400,"Queenstown-Lakes District.","Southland/ Otago"
"3942",3942,173854,"1/9/19","Common Assault","New Plymouth Central.",1591500,"New Plymouth District.","West Coast/ Upper-Central North"
"3943",3943,173859,"1/9/19","Common Assault","Glenfield Central.",200600,"Auckland.","Auckland"
"3944",3944,173864,"1/9/19","Common Assault","Otahuhu West.",785200,"Auckland.","Auckland"
"3945",3945,173869,"1/9/19","Common Assault","Oratia.",278403,"Auckland.","Auckland"
"3946",3946,173876,"1/9/19","Serious Assault Not Resulting in Injury","Wiri.",780416,"Auckland.","Auckland"
"3947",3947,173881,"1/9/19","Serious Assault Not Resulting in Injury","Adelaide.",2148202,"Wellington City.","Wellington/ Lower-Central North"
"3948",3948,173883,"1/9/19","Serious Assault Resulting in Injury","Avon Loop.",2657900,"Christchurch City.","Canterbury"
"3949",3949,173888,"1/9/19","Serious Assault Resulting in Injury","Newtown West.",2163500,"Wellington City.","Wellington/ Lower-Central North"
"3950",3950,173893,"1/9/19","Serious Assault Resulting in Injury","Wainui.",1358505,"Gisborne District.","Hawkes Bay/ Gisborne"
"3951",3951,173894,"1/9/19","Common Assault","Matarawa.",1141300,"South Waikato District.","Waikato"
"3952",3952,173899,"1/9/19","Common Assault","West Harbour.",224238,"Auckland.","Auckland"
"3953",3953,173904,"1/9/19","Common Assault","Auckland Central West.",435802,"Auckland.","Auckland"
"3954",3954,173909,"1/9/19","Common Assault","Concord.",2955300,"Dunedin City.","Southland/ Otago"
"3955",3955,173916,"1/9/19","Serious Assault Not Resulting in Injury","Leabank.",772602,"Auckland.","Auckland"
"3956",3956,173921,"1/9/19","Serious Assault Not Resulting in Injury","Hillpark.",757002,"Auckland.","Auckland"
"3957",3957,173923,"1/9/19","Serious Assault Resulting in Injury","Beaumont.",753600,"Auckland.","Auckland"
"3958",3958,173928,"1/9/19","Serious Assault Resulting in Injury","Te Kuiti.",1006600,"Waitomo District.","Waikato"
"3959",3959,173934,"1/9/19","Common Assault","Mt Wellington West.",626101,"Auckland.","Auckland"
"3960",3960,173943,"1/9/19","Serious Assault Resulting in Injury","Te Maunga.",1202408,"Tauranga City.","Bay Of Plenty"
"3961",3961,173949,"1/9/19","Common Assault","Hastings Central.",1489900,"Hastings District.","Hawkes Bay/ Gisborne"
"3962",3962,173954,"1/9/19","Common Assault","Otara North.",704100,"Auckland.","Auckland"
"3963",3963,173959,"1/9/19","Common Assault","Inglewood.",1606000,"New Plymouth District.","West Coast/ Upper-Central North"
"3964",3964,173964,"1/9/19","Common Assault","Wiri.",780800,"Auckland.","Auckland"
"3965",3965,173971,"1/9/19","Serious Assault Not Resulting in Injury","Island View-Pios Beach.",1181405,"Western Bay of Plenty District.","Bay Of Plenty"
"3966",3966,173978,"1/9/19","Serious Assault Resulting in Injury","West Harbour.",224214,"Auckland.","Auckland"
"3967",3967,173983,"1/9/19","Serious Assault Resulting in Injury","Kilbirnie East.",2178500,"Wellington City.","Wellington/ Lower-Central North"
"3968",3968,174020,"1/9/19","Aggravated Sexual Assault","Hamilton Central.",910900,"Hamilton City.","Waikato"
"3969",3969,174025,"1/9/19","Aggravated Sexual Assault","Auckland Central East.",436700,"Auckland.","Auckland"
"3970",3970,174027,"1/9/19","Non-Aggravated Sexual Assault","Normandale.",1919900,"Lower Hutt City.","Wellington/ Lower-Central North"
"3971",3971,174030,"1/9/19","Aggravated Sexual Assault","Leabank.",771700,"Auckland.","Auckland"
"3972",3972,174032,"1/9/19","Non-Aggravated Sexual Assault","Arataki.",1201300,"Tauranga City.","Bay Of Plenty"
"3973",3973,174035,"1/9/19","Aggravated Sexual Assault","Henderson South.",241600,"Auckland.","Auckland"
"3974",3974,175159,"1/10/19","Common Assault","Vinetown.",98100,"Whangarei District.","Northland"
"3975",3975,175164,"1/10/19","Common Assault","Waitara West.",1548500,"New Plymouth District.","West Coast/ Upper-Central North"
"3976",3976,175173,"1/10/19","Serious Assault Resulting in Injury","Fitzroy.",1599900,"New Plymouth District.","West Coast/ Upper-Central North"
"3977",3977,175174,"1/10/19","Common Assault","Opawa.",2585000,"Christchurch City.","Canterbury"
"3978",3978,175179,"1/10/19","Common Assault","Rangiora North.",2443600,"Waimakariri District.","Canterbury"
"3979",3979,175183,"1/10/19","Serious Assault Resulting in Injury","Kawerau.",1315400,"Kawerau District.","Bay Of Plenty"
"3980",3980,175189,"1/10/19","Common Assault","Harania West.",735400,"Auckland.","Auckland"
"3981",3981,175194,"1/10/19","Common Assault","Elsdon-Takapuwahia.",2037500,"Porirua City.","Wellington/ Lower-Central North"
"3982",3982,175201,"1/10/19","Serious Assault Not Resulting in Injury","Esplanade.",2027100,"Lower Hutt City.","Wellington/ Lower-Central North"
"3983",3983,175203,"1/10/19","Serious Assault Resulting in Injury","Newton.",412600,"Auckland.","Auckland"
"3984",3984,175209,"1/10/19","Common Assault","Queenstown Hill.",3033700,"Queenstown-Lakes District.","Southland/ Otago"
"3985",3985,175214,"1/10/19","Common Assault","Alexandra.",3026600,"Central Otago District.","Southland/ Otago"
"3986",3986,175219,"1/10/19","Common Assault","Cockle Bay.",655301,"Auckland.","Auckland"
"3987",3987,175228,"1/10/19","Serious Assault Resulting in Injury","Seaview.",2795500,"Timaru District.","Canterbury"
"3988",3988,175234,"1/10/19","Common Assault","Moanataiari.",1050300,"Thames-Coromandel District.","Waikato"
"3989",3989,175239,"1/10/19","Common Assault","Middleton.",2538800,"Christchurch City.","Canterbury"
"3990",3990,175244,"1/10/19","Common Assault","Otakiri.",1300400,"Whakatane District.","Bay Of Plenty"
"3991",3991,175246,"1/10/19","Serious Assault Not Resulting in Injury","Kaikohe.",43400,"Far North District.","Northland"
"3992",3992,175248,"1/10/19","Serious Assault Resulting in Injury","Cooks Gardens.",1699400,"Wanganui District.","West Coast/ Upper-Central North"
"3993",3993,175254,"1/10/19","Common Assault","Te Aroha.",1104400,"Matamata-Piako District.","Waikato"
"3994",3994,175259,"1/10/19","Common Assault","Takaka.",2345200,"Tasman District.","Tasman/ South-West Coast"
"3995",3995,175274,"1/10/19","Common Assault","Papakura South.",801002,"Auckland.","Auckland"
"3996",3996,175279,"1/10/19","Common Assault","Otahuhu West.",784500,"Auckland.","Auckland"
"3997",3997,175288,"1/10/19","Serious Assault Resulting in Injury","Insoll.",873400,"Hamilton City.","Waikato"
"3998",3998,175325,"1/10/19","Aggravated Sexual Assault","Riccarton.",2472800,"Christchurch City.","Canterbury"
"3999",3999,177959,"1/6/19","Common Assault","Papakura North.",791300,"Auckland.","Auckland"
"4000",4000,177966,"1/6/19","Serious Assault Not Resulting in Injury","Riccarton.",2472900,"Christchurch City.","Canterbury"
"4001",4001,177968,"1/6/19","Serious Assault Resulting in Injury","Otaki.",1881200,"Kapiti Coast District.","Wellington/ Lower-Central North"
"4002",4002,177974,"1/6/19","Common Assault","Willis Street-Cambridge Terrace.",2133300,"Wellington City.","Wellington/ Lower-Central North"
"4003",4003,177978,"1/6/19","Serious Assault Resulting in Injury","Mascot.",742101,"Auckland.","Auckland"
"4004",4004,177979,"1/6/19","Common Assault","Tauranga Central.",1164000,"Tauranga City.","Bay Of Plenty"
"4005",4005,177984,"1/6/19","Common Assault","Mangere South.",727200,"Auckland.","Auckland"
"4006",4006,177989,"1/6/19","Common Assault","Burnside.",2518400,"Christchurch City.","Canterbury"
"4007",4007,177998,"1/6/19","Serious Assault Resulting in Injury","Cambridge West.",963200,"Waipa District.","Waikato"
"4008",4008,178004,"1/6/19","Common Assault","Auckland Harbourside.",438103,"Auckland.","Auckland"
"4009",4009,178009,"1/6/19","Common Assault","Newmarket.",450901,"Auckland.","Auckland"
"4010",4010,178014,"1/6/19","Common Assault","Gisborne Central.",1371300,"Gisborne District.","Hawkes Bay/ Gisborne"
"4011",4011,178016,"1/6/19","Serious Assault Not Resulting in Injury","Cathedral Square.",2649300,"Christchurch City.","Canterbury"
"4012",4012,178018,"1/6/19","Serious Assault Resulting in Injury","Spreydon.",2643600,"Christchurch City.","Canterbury"
"4013",4013,178023,"1/6/19","Serious Assault Resulting in Injury","Lynnmall.",266200,"Auckland.","Auckland"
